"","X","v","a","f","h","l","n","s","w","word_tokens","word_types","tokens_in_cmu","types_in_cmu","year","month","day","consonants","vowelRatio","tokenCoverage","typeCoverage","dayOfYear","date","humidity"
"2009",2010,9785,154,3895,341,1782,2544,4976,905,6811,1315,6565,1219,2006,6,12,14597,0.670343221209838,0.963881955659962,0.926996197718631,163,"2006-06-12",0.0094999997
"2010",2011,9045,169,3504,307,1781,2335,4547,875,6213,1379,5971,1279,2006,6,13,13518,0.669107856191744,0.961049412522131,0.927483683828861,164,"2006-06-13",0.0093999999
"2011",2012,10147,191,3967,346,2011,2615,5104,969,6956,1419,6667,1293,2006,6,14,15203,0.667434059067289,0.958453133985049,0.911205073995772,165,"2006-06-14",0.0096000005
"2012",2013,9420,335,3626,331,1756,2485,4531,938,6460,1216,6287,1139,2006,6,15,14002,0.67276103413798,0.973219814241486,0.936677631578947,166,"2006-06-15",0.0098000001
"2013",2014,10824,239,4368,262,2131,2862,5424,910,7107,1516,6800,1384,2006,6,16,16196,0.668313163744134,0.956803151822147,0.912928759894459,167,"2006-06-16",0.0098000001
"2014",2015,7737,179,2681,312,1612,2063,3780,928,5743,1031,5401,900,2006,6,17,11555,0.669580268282129,0.940449242556155,0.872938894277401,168,"2006-06-17",0.0104
"2015",2016,8777,167,3393,297,1726,2274,4415,850,6009,1341,5785,1247,2006,6,18,13122,0.668876695625667,0.962722582792478,0.929903057419836,169,"2006-06-18",0.0106
"2016",2017,9895,223,3863,354,1925,2568,4812,972,6942,1362,6702,1251,2006,6,19,14717,0.672351702113202,0.96542783059637,0.918502202643172,170,"2006-06-19",0.0103
"2017",2018,9536,257,3839,301,1849,2535,4489,892,6539,1367,6322,1269,2006,6,20,14162,0.673351221578873,0.966814497629607,0.928310168251646,171,"2006-06-20",0.0102
"2018",2019,9963,252,3809,263,1921,2701,5034,977,6837,1341,6579,1249,2006,6,21,14957,0.666109513939961,0.962264150943396,0.931394481730052,172,"2006-06-21",0.0105
"2019",2020,6317,154,2444,176,1168,1599,3284,634,4140,956,4006,896,2006,6,22,9459,0.6678295802939,0.967632850241546,0.937238493723849,173,"2006-06-22",0.0104
"2020",2021,9752,242,3684,295,1824,2472,4954,1034,6505,1340,6245,1234,2006,6,22,14505,0.672319889693209,0.960030745580323,0.92089552238806,173,"2006-06-22",0.0104
"2021",2022,8787,146,3227,301,1508,2405,4421,921,6509,1240,6125,1106,2006,6,23,12929,0.679634929228865,0.94100476263635,0.891935483870968,174,"2006-06-23",0.0104
"2022",2023,10147,181,3617,648,1796,2615,5171,1115,7277,1362,7017,1244,2006,6,26,15143,0.6700785841643,0.964270990792909,0.913362701908957,177,"2006-06-26",0.0107
"2023",2024,9639,201,3810,385,1937,2460,4984,900,6732,1385,6486,1295,2006,6,27,14677,0.656741840975676,0.963458110516934,0.935018050541516,178,"2006-06-27",0.0106
"2024",2025,9801,261,3888,317,1990,2409,4927,977,6613,1448,6392,1349,2006,6,28,14769,0.663619744058501,0.966580976863753,0.931629834254144,179,"2006-06-28",0.0104
"2025",2026,8788,140,3139,300,1472,2343,4710,1031,6522,1169,6222,1065,2006,6,29,13135,0.669052150742292,0.954001839926403,0.911035072711719,180,"2006-06-29",0.0103
"2026",2027,10113,319,3761,406,1747,2473,5257,1071,7024,1325,6747,1212,2006,6,30,15034,0.672675269389384,0.960563781321184,0.914716981132075,181,"2006-06-30",0.0098000001
"2027",2028,9738,181,3633,347,1995,2476,4786,1096,7015,1455,6554,1301,2006,7,1,14514,0.670938404299297,0.934283677833215,0.894158075601375,182,"2006-07-01",0.0098999999
"2028",2029,8758,145,3216,301,1498,2395,4408,917,6487,1236,6103,1103,2006,7,2,12880,0.679968944099379,0.940804686295668,0.892394822006472,183,"2006-07-02",0.0103
"2029",2030,8728,139,3119,299,1463,2321,4681,1029,6476,1163,6180,1059,2006,7,3,13051,0.668761014481649,0.954292773316862,0.910576096302666,184,"2006-07-03",0.0104
"2030",2031,10854,227,4400,342,2042,2921,5406,976,7288,1300,7024,1229,2006,7,4,16314,0.665318131666054,0.96377607025247,0.945384615384615,185,"2006-07-04",0.0103
"2031",2032,10822,247,4166,363,2034,2914,5506,965,7497,1323,7143,1241,2006,7,5,16195,0.668230935473912,0.952781112444978,0.938019652305367,186,"2006-07-05",0.0102
"2032",2033,10223,286,3721,354,2005,2644,5069,1068,7126,1373,6791,1254,2006,7,6,15147,0.674919125899518,0.952989054167836,0.91332847778587,187,"2006-07-06",0.0102
"2033",2034,9467,164,3655,477,1887,2455,4725,903,6553,1355,6326,1260,2006,7,7,14266,0.66360577597084,0.965359377384404,0.929889298892989,188,"2006-07-07",0.0102
"2034",2035,10104,155,3808,269,2074,2910,5037,873,6970,1307,6700,1203,2006,7,8,15126,0.667988893296311,0.961262553802009,0.920428462127008,189,"2006-07-08",0.0105
"2035",2036,10213,285,3716,354,2004,2639,5063,1068,7115,1372,6782,1253,2006,7,9,15129,0.675061140855311,0.953197470133521,0.913265306122449,190,"2006-07-09",0.0105
"2036",2037,10914,220,3670,382,2003,2845,5600,1205,8157,1473,7689,1271,2006,7,10,15925,0.685337519623234,0.942625965428466,0.862864901561439,191,"2006-07-10",0.0106
"2037",2038,11438,249,4413,419,2182,2864,5925,1042,7852,1337,7576,1233,2006,7,11,17094,0.669123669123669,0.964849719816607,0.922213911742708,192,"2006-07-11",0.0109
"2038",2039,9324,190,3285,350,1790,2524,4818,1040,6551,1350,6282,1238,2006,7,12,13997,0.666142744873902,0.958937566783697,0.917037037037037,193,"2006-07-12",0.0103
"2039",2040,9687,226,3764,258,1947,2528,4732,838,6172,1365,6003,1297,2006,7,13,14293,0.677744350381306,0.972618276085548,0.95018315018315,194,"2006-07-13",0.0106
"2040",2041,9699,201,3757,287,2038,2663,4616,852,6419,1345,6259,1273,2006,7,14,14414,0.672887470514777,0.975073999065275,0.946468401486989,195,"2006-07-14",0.0107
"2041",2042,9324,190,3285,350,1790,2524,4818,1040,6551,1350,6282,1238,2006,7,15,13997,0.666142744873902,0.958937566783697,0.917037037037037,196,"2006-07-15",0.0104
"2042",2043,9566,171,3927,280,1926,2564,4660,726,6366,1318,6193,1254,2006,7,16,14254,0.671109863897853,0.97282437951618,0.95144157814871,197,"2006-07-16",0.0106
"2043",2044,10040,226,3987,320,1983,2669,4840,850,6829,1306,6624,1235,2006,7,17,14875,0.674957983193277,0.969980963537853,0.945635528330781,198,"2006-07-17",0.0112
"2044",2045,9425,177,3794,309,1833,2426,4627,800,6412,1287,6193,1201,2006,7,18,13966,0.674853214950594,0.965845290081098,0.933177933177933,199,"2006-07-18",0.0116
"2045",2046,9107,185,3468,330,1820,2399,4488,876,6378,1316,6143,1221,2006,7,19,13566,0.671310629514964,0.963154593916588,0.927811550151976,200,"2006-07-19",0.0118
"2046",2047,8361,175,3287,282,1671,2258,4092,681,5789,1142,5649,1087,2006,7,20,12446,0.671782098666238,0.975816203143894,0.951838879159369,201,"2006-07-20",0.0117
"2047",2048,9325,179,3688,300,1886,2488,4440,847,6133,1266,5966,1189,2006,7,21,13828,0.674356378362742,0.97277025925322,0.939178515007899,202,"2006-07-21",0.0117
"2048",2049,9328,171,3749,282,1821,2534,4513,798,6237,1338,5995,1247,2006,7,22,13868,0.672627631958466,0.961199294532628,0.931988041853513,203,"2006-07-22",0.0117
"2049",2050,9667,189,3689,304,1938,2548,4865,850,6403,1409,6193,1322,2006,7,23,14383,0.672112911075575,0.967202873652975,0.938254080908446,204,"2006-07-23",0.0119
"2050",2051,9390,163,3826,277,1903,2548,4458,827,6348,1345,6135,1272,2006,7,24,14002,0.670618483073847,0.966446124763705,0.945724907063197,205,"2006-07-24",0.0119
"2051",2052,9555,174,3799,289,1902,2633,4716,839,6226,1315,6039,1246,2006,7,25,14352,0.665760869565217,0.969964664310954,0.947528517110266,206,"2006-07-25",0.012
"2052",2053,8925,168,3374,274,1703,2382,4501,863,6095,1297,5895,1199,2006,7,26,13265,0.672823218997362,0.967186218211649,0.924441017733231,207,"2006-07-26",0.0125
"2053",2054,9547,300,3701,367,2019,2386,4915,978,6839,1305,6628,1216,2006,7,27,14666,0.650961407336697,0.969147536189501,0.931800766283525,208,"2006-07-27",0.0123
"2054",2055,10107,176,3985,350,1843,2672,5187,1034,7089,1364,6894,1268,2006,7,28,15247,0.66288450186922,0.972492594159966,0.929618768328446,209,"2006-07-28",0.0121
"2055",2056,9446,299,3651,365,1999,2356,4875,968,6770,1297,6560,1206,2006,7,29,14513,0.650864741955488,0.968980797636632,0.929838087895143,210,"2006-07-29",0.0121
"2056",2057,9834,192,4137,282,2003,2714,4770,850,6478,1334,6303,1259,2006,7,30,14948,0.657880652930158,0.972985489348564,0.943778110944528,211,"2006-07-30",0.0123
"2057",2058,9480,210,3741,274,1905,2614,4621,729,6073,1378,5877,1305,2006,7,31,14094,0.672626649638144,0.967726000329327,0.947024673439768,212,"2006-07-31",0.0117
"2058",2059,9767,214,3891,266,2001,2624,4826,825,6432,1357,6252,1283,2006,8,1,14647,0.666825971188639,0.972014925373134,0.945467943994105,213,"2006-08-01",0.0112
"2059",2060,9961,206,3924,252,2024,2615,4922,908,6497,1396,6315,1315,2006,8,2,14851,0.670729243821965,0.971987070955826,0.941977077363897,214,"2006-08-02",0.0113
"2060",2061,9606,210,3858,286,1960,2474,4751,874,6235,1290,6069,1225,2006,8,3,14413,0.66648164851176,0.973376102646351,0.949612403100775,215,"2006-08-03",0.0117
"2061",2062,9209,152,3177,320,1740,2407,4714,1175,6958,1436,6596,1277,2006,8,4,13685,0.672926561929119,0.947973555619431,0.889275766016713,216,"2006-08-04",0.0106
"2062",2063,10914,220,3670,382,2003,2845,5600,1205,8157,1473,7689,1271,2006,8,5,15925,0.685337519623234,0.942625965428466,0.862864901561439,217,"2006-08-05",0.0094999997
"2063",2064,9613,179,4022,272,2033,2582,4614,828,6351,1359,6169,1289,2006,8,6,14530,0.661596696490021,0.9713430955755,0.948491537895511,218,"2006-08-06",0.011
"2064",2065,10257,178,4169,247,2133,2721,5088,880,6692,1414,6526,1333,2006,8,7,15416,0.66534769071095,0.97519426180514,0.942715700141443,219,"2006-08-07",0.0111
"2065",2066,10419,205,4133,310,2141,2726,5225,875,6905,1457,6694,1382,2006,8,8,15615,0.667243035542747,0.969442433019551,0.948524365133837,220,"2006-08-08",0.0113
"2066",2067,9933,170,3852,275,2026,2721,5043,896,6745,1464,6516,1374,2006,8,9,14983,0.662951344857505,0.966048925129726,0.938524590163934,221,"2006-08-09",0.0121
"2067",2068,10806,231,4118,266,2279,2815,5375,1029,7294,1411,7082,1327,2006,8,10,16113,0.670638614783094,0.970935015080888,0.940467753366407,222,"2006-08-10",0.0124
"2068",2069,10671,216,4475,344,2176,2830,5270,881,7163,1531,6929,1435,2006,8,11,16192,0.659029150197628,0.967332123411978,0.937295885042456,223,"2006-08-11",0.0123
"2069",2070,9200,152,3168,320,1740,2406,4705,1175,6947,1436,6587,1277,2006,8,12,13666,0.673203570905898,0.948179070102202,0.889275766016713,224,"2006-08-12",0.0116
"2070",2071,9889,187,4147,287,2004,2658,4849,806,6585,1407,6412,1321,2006,8,13,14938,0.6620029455081,0.973728170083523,0.938877043354655,225,"2006-08-13",0.0111
"2071",2072,10372,229,4092,265,2234,2711,5204,918,6926,1325,6755,1251,2006,8,14,15653,0.662620583913627,0.975310424487439,0.944150943396226,226,"2006-08-14",0.0102
"2072",2073,10243,214,4139,314,2001,2815,4979,843,6896,1374,6644,1263,2006,8,15,15305,0.669258412283567,0.963457076566125,0.919213973799127,227,"2006-08-15",0.0108
"2073",2074,8196,141,2847,260,1562,2167,4220,892,5794,1225,5533,1105,2006,8,16,12089,0.677971709818844,0.954953400069037,0.902040816326531,228,"2006-08-16",0.0115
"2074",2075,8732,184,3456,415,1504,2376,4365,879,6075,1179,5869,1095,2006,8,17,13179,0.662569238940739,0.966090534979424,0.928753180661578,229,"2006-08-17",0.0114
"2075",2076,10005,184,3881,507,1842,2716,5102,901,6819,1336,6645,1249,2006,8,18,15133,0.661137910526664,0.974483062032556,0.934880239520958,230,"2006-08-18",0.011
"2076",2077,8196,141,2847,260,1562,2167,4220,892,5794,1225,5533,1105,2006,8,19,12089,0.677971709818844,0.954953400069037,0.902040816326531,231,"2006-08-19",0.011
"2077",2078,10212,310,3593,373,1740,2476,5403,1202,7507,1353,7079,1195,2006,8,20,15097,0.676425779956283,0.942986545890502,0.883222468588322,232,"2006-08-20",0.0113
"2078",2079,10266,166,4029,458,1816,2890,5145,900,7025,1402,6766,1299,2006,8,21,15404,0.666450272656453,0.963131672597865,0.926533523537803,233,"2006-08-21",0.0115
"2079",2080,10313,229,4056,539,1895,2788,5169,930,7046,1425,6792,1321,2006,8,22,15606,0.66083557606049,0.963951177973318,0.927017543859649,234,"2006-08-22",0.0117
"2080",2081,9865,209,3354,324,1933,2646,4885,1040,7219,1264,6764,1108,2006,8,23,14391,0.685497880619832,0.93697187976174,0.876582278481013,235,"2006-08-23",0.0117
"2081",2082,10632,211,3937,489,2009,2696,5409,1005,7258,1431,6977,1318,2006,8,24,15756,0.674790555978675,0.961284100303114,0.921034241788959,236,"2006-08-24",0.0116
"2082",2083,9942,204,3646,406,1935,2504,5015,954,6774,1445,6491,1322,2006,8,25,14664,0.677986906710311,0.958222615884263,0.914878892733564,237,"2006-08-25",0.0115
"2083",2084,9839,209,3344,324,1928,2638,4873,1038,7204,1260,6751,1104,2006,8,26,14354,0.685453532116483,0.937118267629095,0.876190476190476,238,"2006-08-26",0.0109
"2084",2085,10326,176,4006,467,1781,2815,5282,941,7108,1354,6860,1264,2006,8,27,15468,0.667571761055081,0.965109735509285,0.933530280649926,239,"2006-08-27",0.0112
"2085",2086,9842,173,3612,435,1774,2548,5130,1022,7049,1412,6742,1285,2006,8,28,14694,0.669797196134477,0.956447723081288,0.910056657223796,240,"2006-08-28",0.0115
"2086",2087,9023,199,3371,458,1693,2292,4574,887,6301,1312,6021,1210,2006,8,29,13474,0.669660086091732,0.955562609109665,0.922256097560976,241,"2006-08-29",0.0116
"2087",2088,9620,242,3804,410,1802,2537,4802,926,6611,1336,6405,1254,2006,8,30,14523,0.662397576258349,0.968839812433822,0.938622754491018,242,"2006-08-30",0.0116
"2088",2089,9364,196,3505,429,1936,2347,4779,940,6712,1355,6444,1252,2006,8,31,14132,0.662609680158506,0.960071513706794,0.923985239852399,243,"2006-08-31",0.0114
"2089",2090,11167,206,4395,381,2491,2845,5575,1112,8196,1347,7708,1173,2006,9,1,17005,0.65668920905616,0.940458760370913,0.870824053452116,244,"2006-09-01",0.0111
"2090",2091,9410,177,3363,370,1709,2387,4805,1007,6730,1373,6387,1229,2006,9,2,13818,0.68099580257635,0.949034175334324,0.895120174799709,245,"2006-09-02",0.0112
"2091",2092,9156,192,3449,426,1894,2288,4659,942,6562,1328,6312,1228,2006,9,3,13850,0.661083032490975,0.961901859189272,0.924698795180723,246,"2006-09-03",0.0112
"2092",2093,9451,175,3402,316,1891,2567,5080,942,6623,1409,6301,1286,2006,9,4,14373,0.657552355110276,0.951381549146912,0.912704045422285,247,"2006-09-04",0.0111
"2093",2094,9521,205,3454,424,1750,2488,4764,1071,6728,1249,6512,1169,2006,9,5,14156,0.672576999152303,0.967895362663496,0.935948759007206,248,"2006-09-05",0.011
"2094",2095,9526,276,3621,409,1933,2416,4765,981,6776,1338,6501,1225,2006,9,6,14401,0.661481841538782,0.959415584415584,0.915545590433483,249,"2006-09-06",0.0112
"2095",2096,9133,160,3237,351,1792,2500,4602,1114,6621,1257,6387,1145,2006,9,7,13756,0.663928467577784,0.964657906660625,0.910898965791567,250,"2006-09-07",0.0115
"2096",2097,9912,145,3761,401,1821,2686,4952,1052,6910,1369,6648,1255,2006,9,8,14818,0.668916183020651,0.962083936324168,0.91672753834916,251,"2006-09-08",0.0114
"2097",2098,9449,274,3614,404,1916,2408,4719,969,6739,1337,6466,1223,2006,9,9,14304,0.660584451901566,0.959489538507197,0.914734480179506,252,"2006-09-09",0.0101
"2098",2099,9267,201,3357,413,1702,2437,4645,1045,6530,1234,6333,1157,2006,9,10,13800,0.671521739130435,0.969831546707504,0.937601296596434,253,"2006-09-10",0.0104
"2099",2100,6493,110,2353,242,1184,1724,3302,695,4618,1053,4451,985,2006,9,11,9610,0.675650364203954,0.963837158943265,0.935422602089269,254,"2006-09-11",0.0112
"2100",2101,8702,161,3137,419,1549,2225,4341,917,6077,1213,5800,1092,2006,9,12,12749,0.682563338301043,0.954418298502551,0.900247320692498,255,"2006-09-12",0.0112
"2101",2102,9445,154,3717,250,1843,2691,4692,784,5922,1314,5734,1247,2006,9,13,14131,0.668388649069422,0.968253968253968,0.949010654490107,256,"2006-09-13",0.0113
"2102",2103,9105,153,3370,314,1597,2339,4571,986,6538,1248,6181,1128,2006,9,14,13330,0.68304576144036,0.945396145610278,0.903846153846154,257,"2006-09-14",0.0114
"2103",2104,9116,171,3107,362,1568,2232,4771,1195,6844,1238,6460,1099,2006,9,15,13406,0.679994032522751,0.943892460549386,0.887722132471729,258,"2006-09-15",0.0094999997
"2104",2105,7083,156,2699,295,1372,1834,3439,698,4949,1193,4786,1127,2006,9,16,10493,0.675021442866673,0.96706405334411,0.944677284157586,259,"2006-09-16",0.0093
"2105",2106,9441,154,3713,250,1843,2688,4690,784,5916,1313,5730,1246,2006,9,16,14122,0.668531369494406,0.968559837728195,0.948971820258949,259,"2006-09-16",0.0093
"2106",2107,9026,151,3326,313,1585,2314,4540,982,6477,1241,6126,1121,2006,9,17,13211,0.683218530012868,0.945808244557666,0.903303787268332,260,"2006-09-17",0.0099999998
"2107",2108,10874,204,3789,371,1958,2902,5556,1138,7728,1535,7361,1373,2006,9,18,15918,0.683126020856892,0.952510351966874,0.894462540716612,261,"2006-09-18",0.0106
"2108",2109,10902,214,4224,405,2082,2839,5385,1055,7409,1471,7157,1362,2006,9,19,16204,0.672796840286349,0.965987312727764,0.925900747790619,262,"2006-09-19",0.011
"2109",2110,9196,154,3498,289,1822,2489,4713,836,6261,1313,6083,1240,2006,9,20,13801,0.666328526918339,0.971570036735346,0.944402132520944,263,"2006-09-20",0.0107
"2110",2111,8936,147,3226,348,1586,2413,4393,1058,6520,1259,6196,1130,2006,9,21,13171,0.678460253587427,0.950306748466258,0.897537728355838,264,"2006-09-21",0.0106
"2111",2112,9574,159,3347,365,1683,2499,4980,1116,6908,1215,6593,1093,2006,9,22,14149,0.676655594034914,0.954400694846555,0.899588477366255,265,"2006-09-22",0.0113
"2112",2113,8731,145,3145,335,1545,2354,4299,1044,6360,1231,6045,1103,2006,9,23,12867,0.678557550322531,0.950471698113208,0.896019496344435,266,"2006-09-23",0.0101
"2113",2114,9102,154,3457,285,1814,2464,4657,830,6189,1302,6019,1231,2006,9,24,13661,0.666276260888661,0.972531911455809,0.945468509984639,267,"2006-09-24",0.0106
"2114",2115,11003,302,3831,401,2000,2864,5613,1164,8100,1328,7699,1196,2006,9,25,16175,0.680247295208655,0.950493827160494,0.900602409638554,268,"2006-09-25",0.0113
"2115",2116,7464,145,2760,439,1301,1970,3720,782,5583,1040,5358,936,2006,9,26,11117,0.671404155797427,0.959699086512628,0.9,269,"2006-09-26",0.0111
"2116",2117,9999,175,3474,347,1708,2829,5252,991,7388,1294,7040,1165,2006,9,27,14776,0.676705468327017,0.952896589063346,0.900309119010819,270,"2006-09-27",0.0113
"2117",2118,9898,164,3340,235,1809,2642,5225,1201,7271,1226,6926,1103,2006,9,28,14616,0.6772030651341,0.952551230917343,0.899673735725938,271,"2006-09-28",0.0114
"2118",2119,10636,168,3636,481,1961,2974,5483,1238,7778,1461,7340,1291,2006,9,29,15941,0.667210338121824,0.943687323219337,0.883641341546886,272,"2006-09-29",0.0114
"2119",2120,11001,302,3831,401,2000,2864,5609,1164,8098,1328,7697,1196,2006,9,30,16171,0.680291880526869,0.950481600395159,0.900602409638554,273,"2006-09-30",0.0106
"2120",2121,7218,140,2665,434,1261,1898,3584,770,5393,1006,5184,907,2006,10,1,10752,0.671316964285714,0.961246059707028,0.901590457256461,274,"2006-10-01",0.0103
"2121",2122,8301,157,3297,306,1450,2223,4375,826,6116,1178,5776,1065,2006,10,2,12634,0.657036567991135,0.944408109875736,0.904074702886248,275,"2006-10-02",0.0107
"2122",2123,10062,259,3983,418,1941,2686,5095,876,6942,1387,6647,1290,2006,10,3,15258,0.659457333857648,0.957505041774705,0.930064888248017,276,"2006-10-03",0.0098999999
"2123",2124,9681,217,3803,441,1870,2528,4798,853,6906,1416,6633,1311,2006,10,4,14510,0.667195037904893,0.960469157254561,0.925847457627119,277,"2006-10-04",0.0098000001
"2124",2125,9009,172,3308,372,1631,2349,4707,936,6639,1238,6310,1119,2006,10,5,13475,0.668571428571429,0.950444344027715,0.903877221324717,278,"2006-10-05",0.0099999998
"2125",2126,9185,185,3525,385,1868,2356,4597,907,6535,1343,6184,1215,2006,10,6,13823,0.664472256384287,0.946289211935731,0.904690990320179,279,"2006-10-06",0.0101
"2126",2127,9730,150,3313,329,1697,2712,5019,1021,7216,1206,6858,1081,2006,10,7,14241,0.683238536619619,0.950388026607539,0.896351575456053,280,"2006-10-07",0.0102
"2127",2128,8229,157,3262,302,1433,2209,4340,819,6064,1170,5726,1057,2006,10,8,12522,0.657163392429324,0.944261213720317,0.903418803418803,281,"2006-10-08",0.0106
"2128",2129,11035,217,3926,400,2098,2943,5649,1210,8059,1250,7605,1123,2006,10,9,16443,0.671106245818889,0.943665467179551,0.8984,282,"2006-10-09",0.0111
"2129",2130,10515,219,4007,251,2168,2861,5221,939,6871,1443,6612,1351,2006,10,10,15666,0.671198774415933,0.962305341289478,0.936243936243936,283,"2006-10-10",0.0098999999
"2130",2131,9741,185,3470,483,1895,2505,4985,1105,6858,1273,6643,1194,2006,10,11,14628,0.66591468416735,0.968649752114319,0.937941869599372,284,"2006-10-11",0.0106
"2131",2132,10988,231,4331,343,2085,2848,5524,978,7567,1373,7253,1264,2006,10,12,16340,0.672460220318237,0.958504030659442,0.920611798980335,285,"2006-10-12",0.0105
"2132",2133,8456,156,3074,235,1628,2330,4268,909,6062,1161,5855,1078,2006,10,13,12600,0.671111111111111,0.965852853843616,0.928509905254091,286,"2006-10-13",0.0099999998
"2133",2134,9661,161,3494,319,1876,2647,5094,1017,7153,1365,6714,1211,2006,10,14,14608,0.661349945235487,0.938627149447784,0.887179487179487,287,"2006-10-14",0.0101
"2134",2135,11476,231,4091,410,2186,3053,5864,1245,8346,1303,7891,1173,2006,10,15,17080,0.671896955503513,0.945482866043614,0.90023023791251,288,"2006-10-15",0.0093999999
"2135",2136,9412,234,3337,273,1520,2688,4852,1035,6732,1141,6444,1024,2006,10,16,13939,0.67522777817634,0.957219251336898,0.897458369851008,289,"2006-10-16",0.0102
"2136",2137,10249,214,3893,564,1834,2710,4962,1061,6979,1393,6729,1285,2006,10,17,15238,0.67259482871768,0.964178249032813,0.922469490308686,290,"2006-10-17",0.0094999997
"2137",2138,10233,243,3894,356,2046,2691,5086,868,6844,1424,6563,1304,2006,10,18,15184,0.673933087460485,0.958942139099942,0.915730337078652,291,"2006-10-18",0.0092000002
"2138",2139,9344,177,3521,312,1831,2497,4668,918,6301,1387,6087,1302,2006,10,19,13924,0.671071531169204,0.966037136962387,0.938716654650324,292,"2006-10-19",0.0099999998
"2139",2140,9607,231,3646,431,1872,2652,4955,980,6843,1522,6508,1404,2006,10,20,14767,0.650572221846008,0.951044863364022,0.922470433639947,293,"2006-10-20",0.0099999998
"2140",2141,8997,172,3299,372,1630,2340,4698,936,6633,1236,6304,1117,2006,10,21,13447,0.669071168290325,0.950399517563697,0.903721682847896,294,"2006-10-21",0.0103
"2141",2142,9395,234,3335,273,1510,2686,4838,1034,6710,1139,6427,1024,2006,10,22,13910,0.675413371675054,0.957824143070045,0.899034240561896,295,"2006-10-22",0.0104
"2142",2143,9518,191,3405,313,1878,2740,4735,1008,6634,1348,6314,1214,2006,10,23,14270,0.666993693062369,0.951763641845041,0.900593471810089,296,"2006-10-23",0.0102
"2143",2144,10205,206,3996,302,1947,2751,5064,973,7201,1473,6930,1343,2006,10,24,15239,0.669663363737778,0.96236633800861,0.911744738628649,297,"2006-10-24",0.0108
"2144",2145,9169,195,3450,290,1701,2536,4766,834,6398,1339,6170,1255,2006,10,25,13772,0.665771129828638,0.964363863707409,0.937266616878267,298,"2006-10-25",0.0106
"2145",2146,10382,249,3929,400,2061,2656,5286,1007,7146,1492,6858,1392,2006,10,26,15588,0.666025147549397,0.959697732997481,0.932975871313673,299,"2006-10-26",0.0083999997
"2146",2147,9452,212,3376,364,1793,2518,4967,994,6914,1384,6602,1257,2006,10,27,14224,0.664510686164229,0.954874168354064,0.908236994219653,300,"2006-10-27",0.0092000002
"2147",2148,9711,167,3396,316,1892,2569,4879,1015,6939,1399,6558,1238,2006,10,28,14234,0.682239707742026,0.945092952875054,0.884917798427448,301,"2006-10-28",0.0098999999
"2148",2149,9514,191,3403,313,1877,2739,4730,1008,6628,1347,6310,1214,2006,10,29,14261,0.667134142065774,0.952021726010863,0.901262063845583,302,"2006-10-29",0.0104
"2149",2150,10481,169,4018,332,1935,2857,5325,980,7473,1339,7138,1222,2006,10,30,15616,0.671170594262295,0.955171952361836,0.912621359223301,303,"2006-10-30",0.0096000005
"2150",2151,8656,145,3027,302,1682,2252,4445,906,6101,1375,5811,1233,2006,10,31,12759,0.678423073908614,0.952466808719882,0.896727272727273,304,"2006-10-31",0.0089999996
"2151",2152,10150,226,3653,309,1853,2747,4979,1123,7225,1391,6897,1265,2006,11,1,14890,0.681665547347213,0.954602076124567,0.90941768511862,305,"2006-11-01",0.0094999997
"2152",2153,11458,290,4194,330,2114,3015,5694,1278,7963,1438,7720,1339,2006,11,2,16915,0.677386934673367,0.969483862865754,0.93115438108484,306,"2006-11-02",0.0109
"2153",2154,8654,145,3026,302,1682,2252,4443,906,6100,1374,5810,1232,2006,11,4,12756,0.678425838820947,0.952459016393443,0.89665211062591,308,"2006-11-04",0.0103
"2154",2155,11078,248,4235,329,2060,2889,5588,944,7715,1319,7423,1221,2006,11,5,16293,0.67992389369668,0.962151652624757,0.925701288855193,309,"2006-11-05",0.0102
"2155",2156,10613,220,3907,308,2068,2904,5342,969,7300,1323,7034,1225,2006,11,6,15718,0.675213131441659,0.963561643835616,0.925925925925926,310,"2006-11-06",0.0098000001
"2156",2157,9613,199,3656,363,1848,2459,4925,954,6906,1349,6629,1231,2006,11,8,14404,0.667384059983338,0.959889950767449,0.912527798369162,312,"2006-11-08",0.0107
"2157",2158,8127,116,2866,467,1459,2072,4106,953,5984,1129,5626,1037,2006,11,9,12039,0.675056067779716,0.940173796791444,0.9185119574845,313,"2006-11-09",0.0093
"2158",2159,10340,253,3792,314,2028,2791,5241,1122,7747,1317,7389,1198,2006,11,10,15541,0.665336850910495,0.953788563314832,0.909643128321944,314,"2006-11-10",0.0088999998
"2159",2160,6644,94,2315,416,1181,1685,3416,808,4905,972,4627,898,2006,11,11,9915,0.670095814422592,0.943323139653415,0.923868312757202,315,"2006-11-11",0.0093
"2160",2161,10202,250,3737,308,1996,2757,5176,1116,7646,1293,7295,1175,2006,11,12,15340,0.665058670143416,0.954093643735286,0.908739365815932,316,"2006-11-12",0.0086000003
"2161",2162,10616,241,3910,319,2009,2776,5522,1112,7261,1432,6943,1298,2006,11,13,15889,0.668135187865819,0.956204379562044,0.906424581005587,317,"2006-11-13",0.0093
"2162",2163,9529,197,3217,279,1879,2575,4989,970,7187,1295,6848,1167,2006,11,14,14106,0.675528144052176,0.952831501321831,0.901158301158301,318,"2006-11-14",0.0109
"2163",2164,9914,230,3604,431,1832,2755,5082,984,6984,1373,6696,1253,2006,11,15,14918,0.664566295750101,0.958762886597938,0.912600145666424,319,"2006-11-15",0.0097000003
